agent_ref,parent_agent_ref,depth,child_count,safe_role_category,source_projection_disposition,nickname_metadata_present,communication_metadata_present,tool_activity_metadata_present,task_activity_metadata_present,final_answer_payload_preserved,model_provider_metadata_present,actual_model_identity_preserved,assignment_payload_preserved,task_turns_started,task_turns_completed,turns_aborted,error_markers,terminal_evidence,usefulness_or_acceptance
agent-0396,agent-0395,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0397,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0398,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0399,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0400,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0401,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0402,agent-0401,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0403,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0404,agent-0403,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0405,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0406,agent-0405,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,57,57,0,0,task-complete-observed,unknown
agent-0407,agent-0405,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0408,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0409,agent-0408,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,13,13,0,0,task-complete-observed,unknown
agent-0410,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0411,agent-0410,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0412,agent-0405,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0413,agent-0412,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0414,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0415,agent-0414,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0416,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0417,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0418,agent-0417,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0419,agent-0003,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,6,5,0,0,task-complete-observed,unknown
agent-0420,agent-0419,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,7,5,0,0,task-complete-observed,unknown
agent-0421,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0422,agent-0421,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,28,29,0,0,task-complete-observed,unknown
agent-0423,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0424,agent-0423,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0425,agent-0423,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0426,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0427,agent-0426,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0428,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0429,agent-0428,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0430,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0431,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0432,agent-0431,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0433,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0434,agent-0433,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,12,0,0,task-complete-observed,unknown
agent-0435,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0436,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,5,0,0,task-complete-observed,unknown
agent-0437,agent-0436,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,45,46,0,0,task-complete-observed,unknown
agent-0438,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0439,agent-0438,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,18,18,0,0,task-complete-observed,unknown
agent-0440,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0441,agent-0440,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0442,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0443,agent-0442,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0444,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0445,agent-0444,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0446,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0447,agent-0446,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0448,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0449,agent-0448,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0450,agent-0446,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0451,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0452,agent-0451,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,44,44,0,0,task-complete-observed,unknown
agent-0453,agent-0451,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0454,agent-0453,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,0,0,task-complete-observed,unknown
agent-0455,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0456,agent-0455,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0457,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0458,agent-0457,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0459,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0460,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0461,agent-0460,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,52,52,0,0,task-complete-observed,unknown
agent-0462,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0463,agent-0462,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,13,0,0,task-complete-observed,unknown
agent-0464,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0465,agent-0464,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,19,19,0,0,task-complete-observed,unknown
agent-0466,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,5,0,0,task-complete-observed,unknown
agent-0467,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0468,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0469,agent-0468,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,8,0,0,task-complete-observed,unknown
agent-0470,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0471,agent-0470,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0472,agent-0001,1,4,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0473,agent-0472,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0474,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0475,agent-0474,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0476,agent-0464,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0477,agent-0476,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0478,agent-0472,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,61,61,0,0,task-complete-observed,unknown
agent-0479,agent-0472,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0480,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0481,agent-0480,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0482,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0483,agent-0472,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0484,agent-0483,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0485,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0486,agent-0485,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,24,25,0,0,task-complete-observed,unknown
agent-0487,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0488,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0489,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0490,agent-0489,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0491,agent-0485,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0492,agent-0491,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0493,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0494,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0495,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0496,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0497,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0498,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0499,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0500,agent-0499,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0501,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0502,agent-0501,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,30,30,0,0,task-complete-observed,unknown
agent-0503,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0504,agent-0503,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0505,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0506,agent-0505,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,10,0,0,task-complete-observed,unknown
agent-0507,agent-0032,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,15,15,0,0,task-complete-observed,unknown
agent-0508,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0509,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0510,agent-0032,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,10,0,0,task-complete-observed,unknown
agent-0511,agent-0501,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0512,agent-0508,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0513,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0514,agent-0513,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0515,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0516,agent-0515,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,9,9,0,0,task-complete-observed,unknown
agent-0517,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0518,agent-0517,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0519,agent-0001,1,4,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,3,3,1,0,task-complete-observed,unknown
agent-0520,agent-0519,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0521,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0522,agent-0521,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0523,agent-0519,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0524,agent-0519,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0525,agent-0519,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0526,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0527,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0528,agent-0527,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0529,agent-0527,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0530,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0531,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0532,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0533,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0534,agent-0533,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0535,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0536,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0537,agent-0536,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0538,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0539,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0540,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0541,agent-0540,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,33,33,0,0,task-complete-observed,unknown
agent-0542,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0543,agent-0542,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0544,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0545,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0546,agent-0545,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0547,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0548,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0549,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0550,agent-0549,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,23,23,0,0,task-complete-observed,unknown
agent-0551,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0552,agent-0551,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,22,22,0,0,task-complete-observed,unknown
agent-0553,agent-0551,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,0,0,task-complete-observed,unknown
agent-0554,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0555,agent-0549,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0556,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0557,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0558,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0559,agent-0558,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,52,52,0,0,task-complete-observed,unknown
agent-0560,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0561,agent-0560,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,26,26,0,0,task-complete-observed,unknown
agent-0562,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0563,agent-0562,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,25,25,0,0,task-complete-observed,unknown
agent-0564,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0565,agent-0564,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0566,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0567,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0568,agent-0567,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,18,18,0,0,task-complete-observed,unknown
agent-0569,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0570,agent-0569,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,22,22,0,0,task-complete-observed,unknown
agent-0571,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0572,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0573,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0574,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0575,agent-0574,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0576,agent-0574,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0577,agent-0558,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0578,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0579,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0580,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0581,agent-0580,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0582,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0583,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0584,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0585,agent-0584,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0586,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,2,2,0,task-complete-observed,unknown
agent-0587,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0588,agent-0587,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,32,32,0,0,task-complete-observed,unknown
agent-0589,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0590,agent-0589,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0591,agent-0574,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0592,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0593,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0594,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0595,agent-0594,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0596,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0597,agent-0596,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0598,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
